Make,Variant,"Length 
(ft)",Geographic Region,Country/Region/State,Listing Price (USD),Year
Beneteau,Oceanis 423,43,USA,Maryland,"$147,900",2005
Beneteau,Oceanis 43,43,USA,Maryland,"$144,900",2005
Beneteau,Oceanis Clipper 423,43,Europe,Netherlands,"$108,108",2005
Beneteau,Cyclades 43.3,43,Europe,Portugal,"$101,792",2005
Beneteau,First 44.7,44,USA,California,"$180,000",2005
Beneteau,First 44.7,44,USA,California,"$149,000",2005
Beneteau,First 44.7,44,Europe,Greece,"$131,187",2005
Beneteau,First 44.7,44,Europe,Italy,"$119,040",2005
Beneteau,First 44.7,44,USA,Texas,"$129,900",2005
Beneteau,Oceanis Clipper 473,47,Europe,Croatia,"$144,549",2005
Beneteau,Oceanis 473,47,Europe,Croatia,"$102,034",2005
Beneteau,First 47.7,47,Europe,Italy,"$127,543",2005
Beneteau,Oceanis Clipper 473,47,Europe,Malta,"$133,611",2005
Beneteau,Oceanis 473,47,USA,Maryland,"$195,000",2005
Beneteau,Oceanis 473,47,USA,North Carolina,"$185,000",2005
Beneteau,Oceanis 523,53,Europe,Italy,"$224,719",2005
Beneteau,Oceanis Clipper 523,53,Europe,Spain,"$224,719",2005
Beneteau,Oceanis Clipper 523,53,Europe,Spain,"$223,504",2005
Beneteau,Oceanis 523,53,Europe,Spain,"$212,572",2005
Beneteau,56,56,Europe,Spain,"$461,603",2005
Beneteau,Cyclades 50.5,51,Caribbean,Grenada,"$105,000",2005
C&C,121,40,USA,Rhode Island,"$184,900",2005
Cabo Rico,42,46,USA,Rhode Island,"$270,000",2005
Caliber,40 LRC SE,41,USA,Florida,"$259,000",2005
Catalina,387,38,USA,Maryland,"$125,000",2005
Catalina,42 MK II,42,Caribbean,Mexico,"$165,000",2005
Catalina,42 Mk II,42,Europe,United Kingdom,"$119,242",2005
Catalina,42 MK II,42,USA,Washington,"$159,500",2005
Catalina,Morgan 440,46,USA,California,"$199,900",2005
Catalina,Morgan 440,46,Caribbean,Grenada,"$179,950",2005
Catalina,Morgan 440,46,USA,Washington,"$194,950",2005
Comar,Comet 41S,41,Europe,Italy,"$150,622",2005
Comar,Comet 45s,46,Europe,Italy,"$163,984",2005
Comar,Comet 51S,51,Europe,Italy,"$200,425",2005
Comar,Comet 52 RS,52,Europe,Italy,"$255,086",2005
Dehler,41 CR,41,Europe,Italy,"$176,176",2005
Delphia,40,39,Europe,Italy,"$85,017",2005
Dufour,385,38,Europe,Croatia,"$87,458",2005
Dufour,385 GL,38,Caribbean,Netherlands Antilles,"$86,000",2005
Dufour,385,38,Europe,Turkey,"$98,591",2005
Dufour,40,40,Europe,France,"$97,054",2005
Dufour,44,44,Europe,France,"$163,984",2005
Dufour,44,44,Europe,Italy,"$139,690",2005
Dufour,44 Performance,44,Europe,Italy,"$133,617",2005
Dufour,455,45,Europe,France,"$139,726",2005
Dufour,455 GL,45,Europe,Italy,"$127,548",2005
Elan,Impression 434,44,Europe,Croatia,"$127,543",2005
Elan,Impression 434,44,Europe,Croatia,"$91,102",2005
Grand Soleil,43,43,Europe,France,"$181,597",2005
Grand Soleil,45 RACING,45,Europe,France,"$224,719",2005
Grand Soleil,50,49,Caribbean,Grenada,"$230,000",2005
Grand Soleil,50,49,Europe,United Kingdom,"$252,527",2005
Hallberg-Rassy,40,40,Europe,United Kingdom,"$299,771",2005
Hallberg-Rassy,43,44,Europe,Greece,"$339,508",2005
Hanse,411,40,Europe,Greece,"$108,108",2005
Hanse,411,40,Europe,Italy,"$120,239",2005
Hanse,411,40,Europe,Italy,"$103,249",2005
Hanse,411,40,Europe,Italy,"$83,814",2005
Hanse,411,40,Europe,United Kingdom,"$93,256",2005
Hanse,461,46,Europe,France,"$303,674",2005
Hanse,461,46,Europe,Germany,"$132,436",2005
Hanse,461,46,Europe,Spain,"$179,942",2005
Hanse,461,46,Europe,Spain,"$170,057",2005
Hanse,531,53,Europe,Estonia,"$236,875",2005
Hanse,531,53,Europe,Ireland,"$200,433",2005
Hanse,531,53,Europe,Spain,"$334,055",2005
Hanse,531,53,Europe,Spain,"$333,920",2005
Harmony,42 Elegance,42,Europe,France,"$83,270",2005
Hunter,38,38,USA,Florida,"$119,000",2005
Hunter,38,38,USA,Maryland,"$69,000",2005
Hunter,38,38,USA,New York,"$109,335",2005
Hunter,41 DS,40,USA,California,"$132,000",2005
Hunter,41 DS,40,Europe,France,"$96,555",2005
Hunter,41 Deck Salon,40,Europe,France,"$94,746",2005
Hunter,41 Aft Cockpit,40,USA,Maryland,"$124,900",2005
Hunter,41 DS,40,USA,Michigan,"$124,900",2005
Hunter,44 DS,44,USA,California,"$159,000",2005
Hunter,44,44,USA,Maine,"$165,900",2005
Hunter,44,44,USA,New York,"$149,000",2005
Hunter,44 DS,44,USA,Virginia,"$148,106",2005
Hunter,Passage 456,46,USA,North Carolina,"$142,500",2005
Hunter,466,46,Europe,Spain,"$169,000",2005
Hylas,49,49,Europe,Spain,"$464,979",2005
Island Packet,370,38,USA,Florida,"$169,900",2005
Island Packet,420,44,USA,Florida,"$299,950",2005
Island Packet,420,44,Europe,United Kingdom,"$286,566",2005
J Boats,J 122,40,USA,California,"$195,000",2005
Jeanneau,Sun Odyssey 40.3,40,Europe,Greece,"$94,746",2005
Jeanneau,Sun Odyssey 40.3,40,USA,Illinois,"$118,900",2005
Jeanneau,Sun Odyssey 40.3,40,USA,Illinois,"$114,900",2005
Jeanneau,Sun Odyssey 40,40,Europe,Italy,"$103,235",2005
Jeanneau,Sun Odyssey 40.3,40,USA,Michigan,"$126,500",2005
Jeanneau,Sun Odyssey 40.3,40,USA,New York,"$124,900",2005
Jeanneau,SUN ODYSSEY 40.3,40,Europe,Spain,"$121,470",2005
Jeanneau,Sun Odyssey 43 DS,42,USA,New York,"$165,000",2005
Jeanneau,Sun Odyssey 43 DS,42,USA,Rhode Island,"$149,900",2005
Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$187,063",2005
Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$102,034",2005
Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$95,961",2005
Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$93,532",2005
Jeanneau,Sun Odyssey 45,45,Europe,France,"$132,402",2005
Jeanneau,Sun Odyssey 49 DS,49,USA,California,"$335,000",2005
Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,"$216,225",2005
Jeanneau,Sun Odyssey 49 DS,49,Europe,France,"$236,875",2005
Jeanneau,Sun Odyssey 49,49,Europe,France,"$162,776",2005
Jeanneau,Sun Odyssey 49,49,Europe,Greece,"$194,359",2005
Jeanneau,Sun Odyssey 49,49,Europe,Greece,"$151,837",2005
Jeanneau,Sun Odyssey 49,49,Europe,Greece,"$139,690",2005
Jeanneau,Sun Odyssey 49,49,Europe,Italy,"$163,984",2005
Jeanneau,Sun Odyssey 49,49,Europe,Spain,"$222,298",2005
Jeanneau,Sun Odyssey 49,49,Europe,Spain,"$168,843",2005
Jeanneau,Sun Odyssey 49,49,Europe,Turkey,"$166,420",2005
Jeanneau,Sun Odyssey 49,49,USA,Washington,"$255,000",2005
Jeanneau,Sun Odyssey 54 DS,55,Europe,Greece,"$251,808",2005
Jeanneau,Sun Odyssey 54 DS,55,Europe,Italy,"$242,939",2005
Jeanneau,Sun Odyssey 54 DS,55,Europe,Italy,"$236,866",2005
Jeanneau,Sun Odyssey 54 DS,55,Europe,Portugal,"$267,233",2005
Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,"$358,335",2005
Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,"$358,287",2005
Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,"$301,204",2005
Jeanneau,Sun Odyssey 49,49,Caribbean,Martinique,"$157,968",2005
Malo,43 Classic,44,Europe,Netherlands,"$351,047",2005
Malo,46,46,Europe,United Kingdom,"$393,128",2005
Moody,49,48,Europe,Spain,"$406,940",2005
Morris,Ocean Series 48,48,USA,California,"$479,000",2005
Najad,380,38,Europe,United Kingdom,"$233,156",2005
Nauticat,385,38,Europe,Spain,"$306,497",2005
Nauticat,44,43,Europe,Denmark,"$321,907",2005
Poncin,HARMONY 47,47,Europe,Greece,"$78,955",2005
Salona,40,39,Europe,Greece,"$120,285",2005
Salona,45,44,Europe,Croatia,"$109,323",2005
Salona,45,44,Europe,Croatia,"$98,390",2005
Salona,45,44,Europe,Cyprus,"$127,543",2005
Salona,45,44,Europe,Italy,"$91,858",2005
ShearWater,39,39,Caribbean,Grenada,"$245,000",2005
Sunbeam,39,39,Europe,United Kingdom,"$186,497",2005
Sunbeam,53,53,Europe,Spain,"$399,651",2005
Sweden Yachts,42,43,Europe,United Kingdom,"$166,473",2005
Tartan,4400,45,Europe,Netherlands,"$302,459",2005
Tartan,4400,45,USA,Rhode Island,"$345,000",2005
Van De Stadt,Beluga 46,46,Europe,Netherlands,"$297,560",2005
Wauquiez,Centurion 40s,40,Europe,France,"$151,876",2005
Wauquiez,Centurion 40s,40,Europe,France,"$151,837",2005
Wauquiez,Centurion 40s,40,Caribbean,Panama,"$145,817",2005
Wauquiez,Centurion 40s,40,Caribbean,Panama,"$139,696",2005
Wauquiez,Centurion 40s,40,Caribbean,Panama,"$146,196",2005
Wauquiez,Centurion 40s,40,Europe,Spain,"$132,436",2005
Wauquiez,Pilot Saloon 40,41,Europe,Turkey,"$168,843",2005
X-Yachts,40,40,Europe,Netherlands,"$200,476",2005
X-Yachts,X-50,50,Europe,Italy,"$334,042",2005
Alliage,44,44,Europe,France,"$358,287",2006
Amel,54,56,Caribbean,Antigua and Barbuda,"$495,000",2006
Bavaria,39 Cruiser,39,Europe,Croatia,"$102,668",2006
Bavaria,39 Cruiser,39,Europe,Croatia,"$78,955",2006
Bavaria,39 Cruiser,39,Europe,France,"$95,961",2006
Bavaria,39 Cruiser,39,Europe,France,"$95,961",2006
Bavaria,39 Cruiser,39,Europe,Germany,"$109,201",2006
Bavaria,39 Cruiser,39,Europe,Greece,"$78,955",2006
Bavaria,39 Cruiser,39,Europe,Greece,"$72,760",2006
Bavaria,39 Cruiser,39,Europe,Slovenia,"$59,520",2006
Bavaria,39 Cruiser,39,Europe,Spain,"$91,102",2006
Bavaria,39 Cruiser,39,Europe,Turkey,"$94,770",2006
Bavaria,42 Match,41,Europe,Croatia,"$57,091",2006
Bavaria,42 Match,41,Europe,Croatia,"$57,091",2006
Bavaria,42 Cruiser,42,USA,California,"$109,000",2006
Bavaria,42 Cruiser,42,Europe,Croatia,"$109,065",2006
Bavaria,42 Cruiser,42,Europe,Italy,"$102,034",2006
Bavaria,42 Cruiser,42,Europe,Netherlands,"$120,862",2006
Bavaria,42 Cruiser,42,Europe,Portugal,"$145,764",2006
Bavaria,Cruiser 46,46,Europe,Croatia,"$94,770",2006
Bavaria,Cruiser 46,46,Europe,Croatia,"$89,910",2006
Bavaria,Cruiser 46,46,Europe,Greece,"$129,000",2006
Bavaria,Cruiser 46,46,Europe,Greece,"$127,548",2006
Bavaria,Cruiser 46,46,Europe,Greece,"$109,350",2006
Bavaria,Cruiser 46,46,Europe,Greece,"$108,112",2006
Bavaria,Cruiser 46,46,Europe,Greece,"$103,188",2006
Bavaria,Cruiser 46,46,Europe,Greece,"$102,034",2006
Bavaria,Cruiser 46,46,Europe,Greece,"$100,820",2006
Bavaria,Cruiser 46,46,Europe,Greece,"$99,881",2006
Bavaria,Cruiser 50,49,Caribbean,Bahamas,"$184,900",2006
Bavaria,50 Cruiser,49,Europe,Croatia,"$173,094",2006
Bavaria,50 Cruiser,49,Europe,Croatia,"$127,543",2006
Bavaria,50 Cruiser,49,Europe,Greece,"$121,470",2006
Bavaria,50 Cruiser,49,Europe,Greece,"$117,826",2006
Bavaria,50 Cruiser,49,Europe,Greece,"$97,176",2006
Bavaria,50 Cruiser,49,Europe,Italy,"$121,470",2006
Bavaria,50 Cruiser,49,Europe,Italy,"$115,396",2006
Bavaria,50 Cruiser,49,Europe,Spain,"$139,690",2006
Beneteau,Cyclades 39.3,39,USA,California,"$149,000",2006
Beneteau,Cyclades 39.3,39,Europe,Croatia,"$74,115",2006
Beneteau,Cyclades 39.3,39,Europe,Croatia,"$72,639",2006
Beneteau,Cyclades 39.3,39,Europe,Greece,"$71,667",2006
Beneteau,First 40.7,39,USA,Hawaii,"$160,000",2006
Beneteau,Cyclades 39.3,39,USA,New York,"$90,838",2006
Beneteau,Cyclades 39.3,39,USA,North Carolina,"$99,000",2006
Beneteau,Cyclades 39.3,39,Europe,Portugal,"$99,630",2006
Beneteau,Cyclades 39.3,39,Europe,Turkey,"$91,102",2006
Beneteau,423,43,USA,Alabama,"$176,000",2006
Beneteau,Cyclades 43.4,43,Europe,Croatia,"$97,176",2006
Beneteau,Cyclades 43.4,43,Europe,Croatia,"$95,961",2006
Beneteau,Cyclades 43.4,43,Europe,Croatia,"$88,673",2006
Beneteau,Cyclades 43.4,43,Europe,Croatia,"$87,458",2006
Beneteau,Oceanis 423,43,USA,Georgia,"$145,900",2006
Beneteau,Oceanis Clipper 423,43,Europe,Greece,"$85,017",2006
Beneteau,Oceanis Clipper 423,43,Europe,Malta,"$145,764",2006
Beneteau,Cyclades 43.3,43,Europe,Malta,"$95,961",2006
Beneteau,Oceanis 423,43,USA,New York,"$155,969",2006
Beneteau,Oceanis 423,43,USA,New York,"$144,900",2006
Beneteau,Oceanis 423,43,USA,New York,"$139,900",2006
Beneteau,Oceanis 423,43,USA,Rhode Island,"$142,000",2006
Beneteau,Oceanis 423,43,USA,South Carolina,"$155,000",2006
Beneteau,Oceanis Clipper 423,43,Europe,Spain,"$95,961",2006
Beneteau,423,43,Caribbean,Trinidad and Tobago,"$85,000",2006
Beneteau,Oceanis 423,43,USA,Virginia,"$159,900",2006
Beneteau,First 44.7,44,USA,Georgia,"$149,000",2006
Beneteau,First 44.7,44,Europe,Greece,"$131,187",2006
Beneteau,First 44.7,44,Europe,Italy,"$151,837",2006
Beneteau,First 44.7,44,USA,New York,"$155,000",2006
Beneteau,Oceanis 473,47,USA,California,"$229,000",2006
Beneteau,Oceanis 473,47,Europe,Croatia,"$151,837",2006
Beneteau,Oceanis 473,47,USA,Oregon,"$299,000",2006
Beneteau,Oceanis 473,47,Europe,Spain,"$151,876",2006
Beneteau,Oceanis 473,47,Europe,Spain,"$151,876",2006
Beneteau,Oceanis 473,47,Europe,Spain,"$151,876",2006
Beneteau,Oceanis Clipper 473,47,Europe,Spain,"$144,586",2006
Beneteau,Oceanis Clipper 473,47,Europe,Spain,"$144,586",2006
Beneteau,First 50,49,Europe,France,"$241,734",2006
Beneteau,Oceanis 50,49,Europe,Greece,"$194,359",2006
Beneteau,Oceanis 50,49,Europe,Greece,"$194,351",2006
Beneteau,Oceanis 50,49,Europe,Greece,"$188,278",2006
Beneteau,Oceanis 50,49,Europe,Greece,"$185,858",2006
Beneteau,Oceanis 50,49,Caribbean,Grenada,"$189,000",2006
Beneteau,Oceanis 50,49,Europe,Italy,"$205,284",2006
Beneteau,Oceanis 50,49,Europe,Malta,"$206,498",2006
Beneteau,Oceanis 50,49,Europe,Portugal,"$224,719",2006
Beneteau,Oceanis 50,49,Europe,Romania,"$157,668",2006
Beneteau,Oceanis 50,49,Europe,United Kingdom,"$199,781",2006
Beneteau,Cyclades 50.5,51,Europe,Croatia,"$103,249",2006
Beneteau,Cyclades 50.5,51,Europe,France,"$144,549",2006
Beneteau,Oceanis 51,51,Caribbean,Grenada,"$139,000",2006
Beneteau,Cyclades 50.5,51,USA,Washington,"$199,900",2006
Beneteau,523,53,USA,California,"$337,000",2006
Beneteau,Oceanis Clipper 523,53,Europe,Croatia,"$176,131",2006
Beneteau,Oceanis Clipper 523,53,Europe,Greece,"$230,792",2006
Beneteau,Oceanis 523 A,53,Europe,Romania,"$194,108",2006
Beneteau,Oceanis 523,53,Europe,Spain,"$361,980",2006
Beneteau,Oceanis 523,53,Europe,Spain,"$252,657",2006
C&C,115,38,USA,California,"$129,900",2006
C&C,115,38,USA,California,"$144,900",2006
C&C,115,38,USA,Maryland,"$129,000",2006
Cabo Rico,42,46,USA,Rhode Island,"$349,000",2006
Catalina,387,38,USA,Maryland,"$135,900",2006
Catalina,387,38,USA,North Carolina,"$159,900",2006
Catalina,400 MK II,40,USA,Florida,"$145,000",2006
Catalina,42 MK II,42,USA,Massachusetts,"$159,900",2006
Catalina,Morgan 440,46,USA,Florida,"$219,000",2006
Catalina,Morgan 440 DS Sloop,46,Caribbean,Mexico,"$200,000",2006
Comar,Comet 41S,41,Europe,Italy,"$139,690",2006
Comar,Comet 41S,41,Europe,Italy,"$120,255",2006
Delphia,40,39,Europe,Italy,"$78,945",2006
Delphia,40,39,Europe,Sweden,"$159,277",2006
Dufour,385 GL,38,Europe,France,"$103,249",2006
Dufour,40 Performance,40,Europe,Spain,"$108,108",2006
Dufour,44 Performance,44,Europe,Italy,"$132,402",2006
Dufour,455,45,Europe,Greece,"$145,764",2006
Dufour,455 GL,45,Europe,Greece,"$132,402",2006
Dufour,455,45,Europe,Malta,"$163,984",2006
Dufour,455 GL,45,Europe,Spain,"$168,886",2006
Elan,Impression 384,38,Europe,Croatia,"$100,212",2006
Elan,Impression 384,38,Europe,Croatia,"$93,076",2006
Elan,Impression 384,38,Europe,Croatia,"$72,882",2006
Elan,Impression 384,38,Europe,Croatia,"$59,520",2006
Elan,434 Impression,44,Europe,Croatia,"$109,080",2006
Elan,Impression 434,44,Europe,Malta,"$168,843",2006
Elan,Impression 434,44,Europe,Spain,"$129,973",2006
Elan,Impression 434,44,Europe,Spain,"$106,893",2006
Elan,Impression 434,44,Europe,Sweden,"$201,697",2006
Grand Soleil,40,41,Europe,Italy,"$145,744",2006
Grand Soleil,40,41,Europe,Italy,"$111,752",2006
Grand Soleil,43,43,Europe,Greece,"$157,911",2006
Grand Soleil,45,45,Europe,Italy,"$200,425",2006
Grand Soleil,45,45,Europe,Italy,"$193,137",2006
Grand Soleil,45,45,Europe,Italy,"$176,176",2006
Grand Soleil,45,45,Europe,Turkey,"$156,742",2006
Grand Soleil,45,45,Europe,Turkey,"$144,549",2006
Grand Soleil,50,49,Caribbean,Antigua and Barbuda,"$273,182",2006
Grand Soleil,50,49,Europe,Italy,"$206,498",2006
Hanse,400,40,Europe,France,"$108,135",2006
Hanse,400,40,Europe,Greece,"$93,249",2006
Hanse,400e,40,Europe,Italy,"$91,102",2006
Hanse,400e,40,Europe,Netherlands,"$139,690",2006
Hanse,400,40,Europe,Netherlands,"$115,275",2006
Hanse,411,40,Europe,Spain,"$100,820",2006
Hanse,461,46,Europe,France,"$200,425",2006
Hanse,461,46,Europe,Italy,"$194,351",2006
Hanse,461,46,Europe,Italy,"$162,769",2006
Hanse,461,46,Europe,Italy,"$143,371",2006
Hanse,461,46,Europe,Italy,"$143,371",2006
Hanse,470e,47,Europe,Denmark,"$199,990",2006
Hanse,540e,52,Europe,Spain,"$267,233",2006
Hanse,531,53,Europe,Ireland,"$179,782",2006
Hanse,531,53,Europe,Ireland,"$179,775",2006
Harmony,38,38,Europe,United Kingdom,"$66,549",2006
Harmony,47,47,Europe,Greece,"$82,588",2006
Hunter,380,37,USA,Florida,"$109,000",2006
Hunter,38,38,USA,Connecticut,"$95,000",2006
Hunter,38,38,Europe,Cork,"$95,961",2006
Hunter,38,38,USA,New Jersey,"$89,900",2006
Hunter,38,38,USA,New York,"$117,300",2006
Hunter,38,38,USA,New York,"$108,551",2006
Hunter,38,38,USA,New York,"$94,500",2006
Hunter,38,38,USA,North Carolina,"$119,000",2006
Hunter,38,38,USA,Texas,"$105,000",2006
Hunter,38,38,USA,Wisconsin,"$109,400",2006
Hunter,41,40,USA,California,"$120,000",2006
Hunter,41 DS,40,Europe,Greece,"$95,948",2006
Hunter,41 Deck Salon,40,Europe,Greece,"$94,733",2006
Hunter,41 DS,40,USA,New York,"$139,000",2006
Hunter,41 DS,40,USA,North Carolina,"$149,500",2006
Hunter,41 DS,40,USA,Ohio,"$149,000",2006
Hunter,41 DS,40,USA,Washington,"$174,500",2006
Hunter,44,44,USA,Florida,"$163,000",2006
Hunter,44 Deck Salon,44,Caribbean,Mexico,"$159,000",2006
Hunter,44 DS,44,USA,Rhode Island,"$169,900",2006
Hunter,45 Center Cockpit,45,USA,California,"$205,000",2006
Hunter,45 Center Cockpit,45,USA,Maryland,"$167,500",2006
Hunter,45cc,45,USA,Wisconsin,"$179,900",2006
Island Packet,440,45,USA,Florida,"$350,000",2006
Island Packet,445,45,Europe,Gibraltar,"$279,854",2006
Island Packet,445,45,Europe,Gibraltar,"$279,845",2006
Island Packet,440,45,Europe,Netherlands,"$376,505",2006
Island Packet,440,45,Europe,Netherlands,"$340,008",2006
Island Packet,485,52,Europe,Netherlands,"$533,252",2006
J Boats,J 122,40,USA,California,"$189,000",2006
Jeanneau,Sun Odyssey 40.3,40,Europe,Croatia,"$119,648",2006
Jeanneau,Sun Odyssey 40.3,40,Europe,Croatia,"$72,760",2006
Jeanneau,Sun Odyssey 40.3,40,USA,Illinois,"$129,500",2006
Jeanneau,Sun Odyssey 40.3,40,Europe,Italy,"$115,396",2006
Jeanneau,Sun Odyssey 40.3,40,Europe,Italy,"$103,249",2006
Jeanneau,Sun Odyssey 40.3,40,USA,Rhode Island,"$129,900",2006
Jeanneau,Sun Odyssey 40.3,40,Europe,United Kingdom,"$113,913",2006
Jeanneau,Sun Odyssey 42 DS,42,Caribbean,Mexico,"$180,000",2006
Jeanneau,Sun Odyssey 42 DS,42,USA,Rhode Island,"$159,000",2006
Jeanneau,Sun Odyssey 42 DS,42,Europe,Spain,"$133,230",2006
Jeanneau,Sun Odyssey 43 DS,42,USA,Washington,"$198,500",2006
Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$173,702",2006
Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$139,690",2006
Jeanneau,Sun Odyssey 45,45,Europe,Croatia,"$115,396",2006
Jeanneau,Sun Odyssey 45,45,USA,Florida,"$169,000",2006
Jeanneau,Sun Odyssey 45,45,Europe,Greece,"$109,323",2006
Jeanneau,Sun Odyssey 45,45,Europe,Greece,"$103,188",2006
Jeanneau,Sun Odyssey 45,45,Europe,Spain,"$156,696",2006
Jeanneau,Sun Odyssey 45,45,Europe,Spain,"$132,436",2006
Jeanneau,Sun Odyssey 45,45,Europe,Spain,"$132,402",2006
Jeanneau,Sun Odyssey 48 DS,48,Europe,France,"$206,507",2006
Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,"$132,407",2006
Jeanneau,Sun Odyssey 49 DS,49,USA,Florida,"$278,165",2006
Jeanneau,Sun Odyssey 49 DS,49,USA,Florida,"$175,000",2006
Jeanneau,Sun Odyssey 49 DS,49,Europe,France,"$200,433",2006
Jeanneau,Sun Odyssey 49 Owners version,49,Europe,Greece,"$252,667",2006
Jeanneau,Sun Odyssey 49,49,Europe,Greece,"$115,396",2006
Jeanneau,Sun Odyssey 49 DS,49,Europe,Italy,"$206,507",2006
Jeanneau,Sun Odyssey 49,49,USA,Michigan,"$279,900",2006
Jeanneau,Sun Odyssey 49,49,USA,Michigan,"$249,900",2006
Jeanneau,Sun Odyssey 49 DS,49,Europe,Spain,"$224,728",2006
Jeanneau,Sun Odyssey 54 DS,55,Europe,Croatia,"$179,775",2006
Jeanneau,Sun Odyssey 54 DS,55,Europe,Greece,"$299,771",2006
Jeanneau,Sun Odyssey 54 DS,55,Europe,Italy,"$230,792",2006
Najad,440 CC,44,Europe,United Kingdom,"$413,104",2006
Nordship,DSC 38,38,Europe,France,"$200,425",2006
Oyster,46,46,USA,Rhode Island,"$499,000",2006
Passport,470,47,USA,Maryland,"$489,000",2006
Passport,Vista 515 Center Cockpit,51,USA,Maryland,"$635,000",2006
Sabre,386,38,USA,New York,"$194,995",2006
Sabre,426,42,USA,Florida,"$285,000",2006
Sabre,426,42,USA,Maryland,"$285,000",2006
Tayana,48,48,USA,California,"$386,000",2006
Wauquiez,Centurion 40s,40,Europe,France,"$170,057",2006
Wauquiez,Pilot Saloon 41,42,Europe,Ireland,"$156,696",2006
Wauquiez,Pilot Saloon 41,42,Europe,Spain,"$193,137",2006
Wauquiez,Pilot Saloon 47,47,Europe,Greece,"$279,391",2006
X-Yachts,X-40,40,Europe,France,"$180,990",2006
X-Yachts,X-40,40,Europe,Italy,"$212,572",2006
